Date,Match name,Map,Winner,Winner race,Loser,Loser race
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID16_FoCuS_vs_Fortitude_on_Northern_Isles_in_Group_B_Round_1_Map_2,Northern Isles,FoCuS,o,Fortitude,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID17_Fly100%_vs_Chaemiko_on_Concealed_Hill_in_Group_B_Round_1_Map_1,Concealed Hill,Chaemiko,h,Fly100%,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID17_Fly100%_vs_Chaemiko_on_Echo_Isles_in_Group_B_Round_1_Map_2,Echo Isles,Fly100%,o,Chaemiko,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID17_Fly100%_vs_Chaemiko_on_Northern_Isles_in_Group_B_Round_1_Map_3,Northern Isles,Chaemiko,h,Fly100%,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID18_LawLiet_vs_eer0_on_Echo_Isles_in_Group_B_Round_1_Map_2,Echo Isles,Eer0,u,LawLiet,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID18_LawLiet_vs_eer0_on_Twisted_Meadows_in_Group_B_Round_1_Map_1,Twisted Meadows,Eer0,u,LawLiet,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID19_FoCuS_vs_Fly100%_on_Echo_Isles_in_Group_B_Round_2_Map_1,Echo Isles,Fly100%,o,FoCuS,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID19_FoCuS_vs_Fly100%_on_Twisted_Meadows_in_Group_B_Round_2_Map_2,Twisted Meadows,Fly100%,o,FoCuS,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID1_Lyn_vs_Infi_on_Last_Refuge_in_Group_A_Round_1_Map_2,Last Refuge,Lyn,o,Infi,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID1_Lyn_vs_Infi_on_Northern_Isles_in_Group_A_Round_1_Map_1,Northern Isles,Lyn,o,Infi,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID20_Chaemiko_vs_eer0_on_Concealed_Hill_in_Group_B_Round_2_Map_3,Concealed Hill,Eer0,u,Chaemiko,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID20_Chaemiko_vs_eer0_on_Echo_Isles_in_Group_B_Round_2_Map_1,Echo Isles,Eer0,u,Chaemiko,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID20_Chaemiko_vs_eer0_on_Northern_Isles_in_Group_B_Round_2_Map_2,Northern Isles,Chaemiko,h,Eer0,u
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID21_Fortitude_vs_LawLiet_on_Concealed_Hill_in_Group_B_Round_2_Map_2,Concealed Hill,LawLiet,n,Fortitude,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID21_Fortitude_vs_LawLiet_on_Last_Refuge_in_Group_B_Round_2_Map_1,Last Refuge,Fortitude,h,LawLiet,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID21_Fortitude_vs_LawLiet_on_Terenas_Stand_LV_in_Group_B_Round_2_Map_3,Terenas Stand LV,Fortitude,h,LawLiet,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID2_Colorful_vs_Moon_on_Echo_Isles_in_Group_A_Round_1_Map_1,Echo Isles,Moon,n,Colorful,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID2_Colorful_vs_Moon_on_Northern_Isles_in_Group_A_Round_1_Map_2,Northern Isles,Moon,n,Colorful,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID3_Soin_vs_Sok_on_Amazonia_in_Group_A_Round_1_Map_1,Amazonia,Soin,o,Sok,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID3_Soin_vs_Sok_on_Last_Refuge_in_Group_A_Round_1_Map_2,Last Refuge,Soin,o,Sok,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID4_Lyn_vs_Soin_on_Concealed_Hill_in_Group_A_Round_2_Map_1,Concealed Hill,Lyn,o,Soin,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID4_Lyn_vs_Soin_on_Echo_Isles_in_Group_A_Round_2_Map_2,Echo Isles,Soin,o,Lyn,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID4_Lyn_vs_Soin_on_Northern_Isles_in_Group_A_Round_2_Map_3,Northern Isles,Lyn,o,Soin,o
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID5_Sok_vs_Colorful_on_Amazonia_in_Group_A_Round_2_Map_1,Amazonia,Sok,h,Colorful,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID5_Sok_vs_Colorful_on_Echo_Isles_in_Group_A_Round_2_Map_2,Echo Isles,Sok,h,Colorful,n
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID6_Moon_vs_Infi_on_Echo_Isles_in_Group_A_Round_2_Map_2,Echo Isles,Moon,n,Infi,h
2021-03-04,DreamHack Open/2020/Regional Championship/Asia#ID6_Moon_vs_Infi_on_Last_Refuge_in_Group_A_Round_2_Map_1,Last Refuge,Moon,n,Infi,h
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID1_Happy_vs_WaN_on_Last_Refuge_in_Group_A_Semifinals_Map_1,Last Refuge,Happy,u,WaN,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID1_Happy_vs_WaN_on_Northern_Isles_in_Group_A_Semifinals_Map_2,Northern Isles,Happy,u,WaN,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID2_XlorD_vs_VortiX_on_Last_Refuge_in_Group_A_Semifinals_Map_1,Last Refuge,VortiX,u,XlorD,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID2_XlorD_vs_VortiX_on_Northern_Isles_in_Group_A_Semifinals_Map_2,Northern Isles,VortiX,u,XlorD,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID3_Happy_vs_VortiX_on_Last_Refuge_in_Group_A_Winners'_Finals_Map_1,Last Refuge,Happy,u,VortiX,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID3_Happy_vs_VortiX_on_Northern_Isles_in_Group_A_Winners'_Finals_Map_2,Northern Isles,Happy,u,VortiX,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID6_Foggy_vs_KraV_on_Concealed_Hill_in_Group_B_Semifinals_Map_2,Concealed Hill,Foggy,n,KraV,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID6_Foggy_vs_KraV_on_Echo_Isles_in_Group_B_Semifinals_Map_1,Echo Isles,KraV,u,Foggy,n
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID6_Foggy_vs_KraV_on_Twisted_Meadows_in_Group_B_Semifinals_Map_3,Twisted Meadows,Foggy,n,KraV,u
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID7_HawK_vs_Blade_on_Amazonia_in_Group_B_Semifinals_Map_3,Amazonia,HawK,h,Blade,h
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID7_HawK_vs_Blade_on_Concealed_Hill_in_Group_B_Semifinals_Map_2,Concealed Hill,Blade,h,HawK,h
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID7_HawK_vs_Blade_on_Northern_Isles_in_Group_B_Semifinals_Map_1,Northern Isles,HawK,h,Blade,h
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID8_Foggy_vs_HawK_on_Concealed_Hill_in_Group_B_Winners'_Finals_Map_2,Concealed Hill,HawK,h,Foggy,n
2021-03-04,DreamHack Open/2020/Regional Championship/Europe#ID8_Foggy_vs_HawK_on_Terenas_Stand_LV_in_Group_B_Winners'_Finals_Map_1,Terenas Stand LV,HawK,h,Foggy,n
2021-03-04,SCILL Play WC3:Reforged Silver Open Cup/19#ID12_GodFather_vs_ArminvB_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,GodFather,u,ArminvB,o
2021-03-04,SCILL Play WC3:Reforged Silver Open Cup/19#ID1_MisterWinner_vs_sixb0nes_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,Sixb0nes,h,MisterWinner,h
2021-03-04,SCILL Play WC3:Reforged Silver Open Cup/19#ID22_Scars_vs_GodFather_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,GodFather,u,Scars,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID10_Lyn_vs_Colorful_on_Concealed_Hill_in_Group_A_Round_4_Map_1,Concealed Hill,Colorful,n,Lyn,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID10_Lyn_vs_Colorful_on_Echo_Isles_in_Group_A_Round_4_Map_2,Echo Isles,Lyn,o,Colorful,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID10_Lyn_vs_Colorful_on_Northern_Isles_in_Group_A_Round_4_Map_3,Northern Isles,Lyn,o,Colorful,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID11_Soin_vs_Infi_on_Amazonia_in_Group_A_Round_4_Map_1,Amazonia,Infi,h,Soin,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID11_Soin_vs_Infi_on_Northern_Isles_in_Group_A_Round_4_Map_2,Northern Isles,Infi,h,Soin,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID12_Sok_vs_Moon_on_Amazonia_in_Group_A_Round_4_Map_3,Amazonia,Moon,n,Sok,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID12_Sok_vs_Moon_on_Concealed_Hill_in_Group_A_Round_4_Map_1,Concealed Hill,Moon,n,Sok,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID12_Sok_vs_Moon_on_Echo_Isles_in_Group_A_Round_4_Map_2,Echo Isles,Sok,h,Moon,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID22_FoCuS_vs_Chaemiko_on_Concealed_Hill_in_Group_B_Round_3_Map_2,Concealed Hill,Chaemiko,h,FoCuS,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID22_FoCuS_vs_Chaemiko_on_Last_Refuge_in_Group_B_Round_3_Map_1,Last Refuge,Chaemiko,h,FoCuS,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID23_Fly100%_vs_LawLiet_on_Concealed_Hill_in_Group_B_Round_3_Map_1,Concealed Hill,Fly100%,o,LawLiet,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID23_Fly100%_vs_LawLiet_on_Northern_Isles_in_Group_B_Round_3_Map_2,Northern Isles,Fly100%,o,LawLiet,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID24_eer0_vs_Fortitude_on_Last_Refuge_in_Group_B_Round_3_Map_2,Last Refuge,Eer0,u,Fortitude,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID24_eer0_vs_Fortitude_on_Terenas_Stand_LV_in_Group_B_Round_3_Map_1,Terenas Stand LV,Eer0,u,Fortitude,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID25_FoCuS_vs_eer0_on_Northern_Isles_in_Group_B_Round_4_Map_1,Northern Isles,Eer0,u,FoCuS,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID25_FoCuS_vs_eer0_on_Terenas_Stand_LV_in_Group_B_Round_4_Map_2,Terenas Stand LV,Eer0,u,FoCuS,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID26_Fortitude_vs_Fly100%_on_Amazonia_in_Group_B_Round_4_Map_1,Amazonia,Fly100%,o,Fortitude,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID26_Fortitude_vs_Fly100%_on_Echo_Isles_in_Group_B_Round_4_Map_3,Echo Isles,Fortitude,h,Fly100%,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID26_Fortitude_vs_Fly100%_on_Northern_Isles_in_Group_B_Round_4_Map_2,Northern Isles,Fortitude,h,Fly100%,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID27_LawLiet_vs_Chaemiko_on_Concealed_Hill_in_Group_B_Round_4_Map_1,Concealed Hill,LawLiet,n,Chaemiko,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID27_LawLiet_vs_Chaemiko_on_Last_Refuge_in_Group_B_Round_4_Map_2,Last Refuge,LawLiet,n,Chaemiko,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID7_Lyn_vs_Moon_on_Concealed_Hill_in_Group_A_Round_3_Map_2,Concealed Hill,Lyn,o,Moon,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID7_Lyn_vs_Moon_on_Last_Refuge_in_Group_A_Round_3_Map_1,Last Refuge,Lyn,o,Moon,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID8_Infi_vs_Sok_on_Echo_Isles_in_Group_A_Round_3_Map_3,Echo Isles,Infi,u,Sok,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID8_Infi_vs_Sok_on_Last_Refuge_in_Group_A_Round_3_Map_1,Last Refuge,Sok,h,Infi,u
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID8_Infi_vs_Sok_on_Northern_Isles_in_Group_A_Round_3_Map_2,Northern Isles,Infi,u,Sok,h
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID9_Colorful_vs_Soin_on_Concealed_Hill_in_Group_A_Round_3_Map_2,Concealed Hill,Colorful,n,Soin,o
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID9_Colorful_vs_Soin_on_Echo_Isles_in_Group_A_Round_3_Map_1,Echo Isles,Soin,o,Colorful,n
2021-03-05,DreamHack Open/2020/Regional Championship/Asia#ID9_Colorful_vs_Soin_on_Northern_Isles_in_Group_A_Round_3_Map_3,Northern Isles,Soin,o,Colorful,n
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID10_Foggy_vs_KraV_on_Concealed_Hill_in_Group_B_Losers'_Finals_Map_1,Concealed Hill,Foggy,n,KraV,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID10_Foggy_vs_KraV_on_Terenas_Stand_LV_in_Group_B_Losers'_Finals_Map_2,Terenas Stand LV,Foggy,n,KraV,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID4_WaN_vs_XlorD_on_Last_Refuge_in_Group_A_Losers'_Round_1_Map_2,Last Refuge,XlorD,u,WaN,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID4_WaN_vs_XlorD_on_Twisted_Meadows_in_Group_A_Losers'_Round_1_Map_1,Twisted Meadows,XlorD,u,WaN,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID5_VortiX_vs_XlorD_on_Concealed_Hill_in_Group_A_Losers'_Finals_Map_2,Concealed Hill,VortiX,u,XlorD,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID5_VortiX_vs_XlorD_on_Last_Refuge_in_Group_A_Losers'_Finals_Map_3,Last Refuge,VortiX,u,XlorD,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID5_VortiX_vs_XlorD_on_Northern_Isles_in_Group_A_Losers'_Finals_Map_1,Northern Isles,XlorD,u,VortiX,u
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID9_KraV_vs_Blade_on_Concealed_Hill_in_Group_B_Losers'_Round_1_Map_1,Concealed Hill,KraV,u,Blade,h
2021-03-05,DreamHack Open/2020/Regional Championship/Europe#ID9_KraV_vs_Blade_on_Northern_Isles_in_Group_B_Losers'_Round_1_Map_2,Northern Isles,KraV,u,Blade,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID12_Sheik_vs_x3-DemoN_on_Amazonia_in_Round_of_32_Map_1,Amazonia,Sheik,u,X3-DemoN,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID13_Papandos_vs_MisterWinner_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,MisterWinner,h,Papandos,o
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID14_TGW_vs_sixb0nes_on_Terenas_Stand_LV_in_Round_of_32_Map_1,Terenas Stand LV,TGW,u,Sixb0nes,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID15_Michael_vs_Starshaped_on_Autumn_Leaves_in_Round_of_16_Map_1,Autumn Leaves,Michael,u,Starshaped,n
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID20_Sonik_vs_Dise_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,Dise,n,Sonik,n
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID21_Sheik_vs_MisterWinner_on_Amazonia_in_Round_of_16_Map_1,Amazonia,Sheik,u,MisterWinner,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID22_TGW_vs_Hipposaur_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,TGW,u,Hipposaur,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID23_Michael_vs_Deathnote_on_Concealed_Hill_in_Quarterfinals_Map_1,Concealed Hill,Michael,u,Deathnote,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID23_Michael_vs_Deathnote_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Michael,u,Deathnote,h
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID26_Sheik_vs_TGW_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,TGW,u,Sheik,u
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID26_Sheik_vs_TGW_on_Northern_Isles_in_Quarterfinals_Map_3,Northern Isles,Sheik,u,TGW,u
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID26_Sheik_vs_TGW_on_Terenas_Stand_LV_in_Quarterfinals_Map_2,Terenas Stand LV,Sheik,u,TGW,u
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID27_Michael_vs_Alice_on_Autumn_Leaves_in_Semifinals_Map_3,Autumn Leaves,Alice,n,Michael,u
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID27_Michael_vs_Alice_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,Alice,n,Michael,u
2021-03-05,SCILL Play WC3:Reforged Open Cup/21#ID27_Michael_vs_Alice_on_Last_Refuge_in_Semifinals_Map_2,Last Refuge,Michael,u,Alice,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID13_Lyn_vs_Sok_on_Concealed_Hill_in_Group_A_Round_5_Map_2,Concealed Hill,Sok,h,Lyn,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID13_Lyn_vs_Sok_on_Last_Refuge_in_Group_A_Round_5_Map_1,Last Refuge,Lyn,o,Sok,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID13_Lyn_vs_Sok_on_Northern_Isles_in_Group_A_Round_5_Map_3,Northern Isles,Lyn,o,Sok,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID14_Moon_vs_Soin_on_Last_Refuge_in_Group_A_Round_5_Map_2,Last Refuge,Soin,o,Moon,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID14_Moon_vs_Soin_on_Northern_Isles_in_Group_A_Round_5_Map_1,Northern Isles,Moon,n,Soin,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID14_Moon_vs_Soin_on_Twisted_Meadows_in_Group_A_Round_5_Map_3,Twisted Meadows,Soin,o,Moon,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID15_Infi_vs_Colorful_on_Concealed_Hill_in_Group_A_Round_5_Map_2,Concealed Hill,Infi,h,Colorful,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID15_Infi_vs_Colorful_on_Echo_Isles_in_Group_A_Round_5_Map_1,Echo Isles,Colorful,n,Infi,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID15_Infi_vs_Colorful_on_Terenas_Stand_LV_in_Group_A_Round_5_Map_3,Terenas Stand LV,Infi,h,Colorful,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID28_FoCuS_vs_LawLiet_on_Concealed_Hill_in_Group_B_Round_5_Map_2,Concealed Hill,LawLiet,n,FoCuS,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID28_FoCuS_vs_LawLiet_on_Last_Refuge_in_Group_B_Round_5_Map_1,Last Refuge,FoCuS,o,LawLiet,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID28_FoCuS_vs_LawLiet_on_Northern_Isles_in_Group_B_Round_5_Map_3,Northern Isles,FoCuS,o,LawLiet,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID29_eer0_vs_Fly100%_on_Last_Refuge_in_Group_B_Round_5_Map_1,Last Refuge,Eer0,u,Fly100%,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID29_eer0_vs_Fly100%_on_Terenas_Stand_LV_in_Group_B_Round_5_Map_2,Terenas Stand LV,Eer0,u,Fly100%,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID30_Chaemiko_vs_Fortitude_on_Echo_Isles_in_Group_B_Round_5_Map_2,Echo Isles,Chaemiko,h,Fortitude,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID30_Chaemiko_vs_Fortitude_on_Twisted_Meadows_in_Group_B_Round_5_Map_1,Twisted Meadows,Chaemiko,h,Fortitude,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID31_Soin_vs_Chaemiko_on_Amazonia_in_Round_of_6_Map_1,Amazonia,Chaemiko,h,Soin,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID31_Soin_vs_Chaemiko_on_Concealed_Hill_in_Round_of_6_Map_3,Concealed Hill,Soin,o,Chaemiko,h
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID31_Soin_vs_Chaemiko_on_Last_Refuge_in_Round_of_6_Map_4,Last Refuge,Chaemiko,h,Soin,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID31_Soin_vs_Chaemiko_on_Northern_Isles_in_Round_of_6_Map_2,Northern Isles,Chaemiko,h,Soin,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID32_Moon_vs_Fly100%_on_Concealed_Hill_in_Round_of_6_Map_2,Concealed Hill,Fly100%,o,Moon,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID32_Moon_vs_Fly100%_on_Echo_Isles_in_Round_of_6_Map_1,Echo Isles,Moon,n,Fly100%,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID32_Moon_vs_Fly100%_on_Last_Refuge_in_Round_of_6_Map_3,Last Refuge,Fly100%,o,Moon,n
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID32_Moon_vs_Fly100%_on_Northern_Isles_in_Round_of_6_Map_4,Northern Isles,Moon,n,Fly100%,o
2021-03-06,DreamHack Open/2020/Regional Championship/Asia#ID32_Moon_vs_Fly100%_on_Twisted_Meadows_in_Round_of_6_Map_5,Twisted Meadows,Fly100%,o,Moon,n
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID11_Happy_vs_Foggy_on_Amazonia_in_Semifinals_Map_1,Amazonia,Happy,u,Foggy,n
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID11_Happy_vs_Foggy_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Happy,u,Foggy,n
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID11_Happy_vs_Foggy_on_Echo_Isles_in_Semifinals_Map_3,Echo Isles,Foggy,n,Happy,u
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID11_Happy_vs_Foggy_on_Last_Refuge_in_Semifinals_Map_4,Last Refuge,Happy,u,Foggy,n
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID12_HawK_vs_VortiX_on_Concealed_Hill_in_Semifinals_Map_4,Concealed Hill,VortiX,u,HawK,h
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID12_HawK_vs_VortiX_on_Echo_Isles_in_Semifinals_Map_1,Echo Isles,VortiX,u,HawK,h
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID12_HawK_vs_VortiX_on_Northern_Isles_in_Semifinals_Map_3,Northern Isles,VortiX,u,HawK,h
2021-03-06,DreamHack Open/2020/Regional Championship/Europe#ID12_HawK_vs_VortiX_on_Terenas_Stand_LV_in_Semifinals_Map_2,Terenas Stand LV,HawK,h,VortiX,u
2021-03-07,DreamHack Open/2020/Regional Championship/America#ID1_Hitman_vs_CrunCher_on_Amazonia_in_Final_Map_1,Amazonia,CrunCher,h,Hitman,o
2021-03-07,DreamHack Open/2020/Regional Championship/America#ID1_Hitman_vs_CrunCher_on_Echo_Isles_in_Final_Map_4,Echo Isles,CrunCher,h,Hitman,o
2021-03-07,DreamHack Open/2020/Regional Championship/America#ID1_Hitman_vs_CrunCher_on_Last_Refuge_in_Final_Map_2,Last Refuge,Hitman,o,CrunCher,h
2021-03-07,DreamHack Open/2020/Regional Championship/America#ID1_Hitman_vs_CrunCher_on_Northern_Isles_in_Final_Map_3,Northern Isles,CrunCher,h,Hitman,o
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID33_Lyn_vs_Chaemiko_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Lyn,o,Chaemiko,h
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID33_Lyn_vs_Chaemiko_on_Echo_Isles_in_Semifinals_Map_3,Echo Isles,Lyn,o,Chaemiko,h
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID33_Lyn_vs_Chaemiko_on_Last_Refuge_in_Semifinals_Map_1,Last Refuge,Lyn,o,Chaemiko,h
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID34_eer0_vs_Fly100%_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Fly100%,o,Eer0,u
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID34_eer0_vs_Fly100%_on_Echo_Isles_in_Semifinals_Map_5,Echo Isles,Fly100%,o,Eer0,u
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID34_eer0_vs_Fly100%_on_Last_Refuge_in_Semifinals_Map_3,Last Refuge,Eer0,u,Fly100%,o
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID34_eer0_vs_Fly100%_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,Eer0,u,Fly100%,o
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID34_eer0_vs_Fly100%_on_Terenas_Stand_LV_in_Semifinals_Map_4,Terenas Stand LV,Fly100%,o,Eer0,u
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID35_Lyn_vs_Fly100%_on_Concealed_Hill_in_Finals_Map_3,Concealed Hill,Lyn,o,Fly100%,o
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID35_Lyn_vs_Fly100%_on_Echo_Isles_in_Finals_Map_1,Echo Isles,Lyn,o,Fly100%,o
2021-03-07,DreamHack Open/2020/Regional Championship/Asia#ID35_Lyn_vs_Fly100%_on_Twisted_Meadows_in_Finals_Map_2,Twisted Meadows,Lyn,o,Fly100%,o
2021-03-07,DreamHack Open/2020/Regional Championship/Europe#ID13_Happy_vs_VortiX_on_Amazonia_in_Finals_Map_2,Amazonia,Happy,u,VortiX,u
2021-03-07,DreamHack Open/2020/Regional Championship/Europe#ID13_Happy_vs_VortiX_on_Echo_Isles_in_Finals_Map_3,Echo Isles,VortiX,u,Happy,u
2021-03-07,DreamHack Open/2020/Regional Championship/Europe#ID13_Happy_vs_VortiX_on_Last_Refuge_in_Finals_Map_4,Last Refuge,Happy,u,VortiX,u
